date,Desired Position,Actuator X Position,Actuator Y Position,Actuator Z Position,Desired Load,Measured Load,Motor X Current,Motor Y Current,Motor Z Current,Motor X Voltage,Motor Y Voltage,Motor Z Voltage,Motor X Temperature,Motor Y Temperature,Motor Z Temperature,Nut X Temperature,Nut Y Temperature,Nut Z Temperature,Ambient Temperature
2010-09-03 16:58:37.000,,,,36.688268,,-12.355742,0.389531,0.363404,0.346857,-1.948004,2.979314,,29.640412,26.581184,26.108793,28.54447,28.230884,,24.880161
2010-09-03 16:58:37.010,,,,36.833781,,-10.106207,0.348599,0.326826,0.41827,-1.944467,5.559107,,28.701186,25.793606,25.951226,28.622834,28.152456,,24.87694
2010-09-03 16:58:37.020,,,,36.791192,,-9.063739,0.578515,0.203159,0.368629,-1.796074,4.386809,,28.227689,25.790395,26.656665,27.835416,27.992364,,24.87694
2010-09-03 16:58:37.030,,,,36.606639,,-8.761972,0.622931,0.300699,0.33031,-1.16867,3.428407,,28.459706,26.259893,25.629509,28.538084,28.302911,,24.880161
2010-09-03 16:58:37.040,,,,36.776996,,-9.036306,0.736148,0.28154,1.284813,-0.922642,4.27996,,28.70757,26.508898,26.115212,27.845009,27.923488,,24.87694
2010-09-03 16:58:37.050,,,,36.723759,,-6.978803,0.383435,0.278927,0.374726,18.192008,1.368805,,29.174217,26.190767,25.481423,28.077211,30.659024,,24.880161
2010-09-03 16:58:37.060,,,,36.72021,,-5.826602,0.400852,0.305054,0.339019,-1.326636,4.366499,,28.939355,26.112003,26.269517,28.782716,28.547663,,24.87694
2010-09-03 16:58:37.070,,,,36.698916,,-4.509801,0.216223,0.341632,0.294603,-1.331902,4.737519,,28.312495,25.796817,26.033226,27.527766,29.174217,,24.880161
2010-09-03 16:58:37.080,,,,36.567599,,-3.220432,0.279798,0.331181,0.406949,-1.543033,4.672026,,29.095942,26.58439,26.663076,27.292097,27.684815,,24.870496
2010-09-03 16:58:37.090,,,,36.64213,,-1.739031,0.304183,0.308537,0.393885,-1.908865,4.266382,,28.237275,26.508898,26.351463,29.490375,28.394091,,24.880161
2010-09-03 16:58:37.100,,,,36.60309,,-1.190364,0.340761,0.346857,0.658638,-1.948901,4.182178,,28.152456,26.187558,25.714776,28.230884,27.446022,,24.87694
2010-09-03 16:58:37.110,,,,36.571148,,-0.257629,0.47575,0.32073,0.946905,-1.486659,3.915422,,28.694802,26.889444,26.653459,28.61645,28.224494,,24.870496
2010-09-03 16:58:37.120,,,,36.528559,,0.812272,-2.003687,0.308537,1.445058,-3.723565,2.86143,,29.017655,27.684815,25.875633,26.899056,28.155652,,24.886605
2010-09-03 16:58:37.130,,,,36.454028,,3.253842,-0.865429,0.298958,0.387789,-24.726,-0.913508,,30.418523,26.499278,26.184349,29.011275,29.559027,,24.873718
2010-09-03 16:58:37.140,,,,36.461126,,10.688284,0.247575,0.346857,0.44701,-3.75217,3.706889,,28.942545,26.036436,26.193975,28.080407,28.394091,,24.880161
2010-09-03 16:58:37.150,,,,36.432733,,16.257258,0.326826,0.290249,0.372113,-3.711647,4.169917,,28.3093,26.108793,25.793606,28.230884,27.367465,,24.880161
2010-09-03 16:58:37.160,,,,36.468224,,19.247495,0.271089,0.348599,0.453977,-2.251432,4.815671,,27.681616,26.738544,26.030016,27.760121,27.760121,,24.883383
2010-09-03 16:58:37.170,,,,36.500166,,21.963399,-0.059851,0.325955,0.762274,-0.783837,5.414763,,27.838614,26.817204,26.423773,29.171028,27.838614,,24.880161
2010-09-03 16:58:37.180,,,,36.546304,,25.502304,-0.351601,0.307667,0.919036,-0.76078,5.799417,,28.155652,26.505692,25.560291,29.252479,28.390897,,24.883383
2010-09-03 16:58:37.190,,,,36.595992,,28.657142,-0.90549,0.346857,1.069701,-0.754172,5.277144,,27.995561,26.266309,26.817204,28.466093,28.387703,,24.873718
2010-09-03 16:58:37.200,,,,36.624385,,30.796945,-1.457637,0.258896,1.268266,-0.893468,5.955487,,28.3093,26.502485,26.345047,29.014465,27.446022,,24.880161
2010-09-03 16:58:37.210,,,,36.677621,,30.934112,-1.870441,0.318117,1.982402,-24.648633,-0.075202,,30.187449,26.030016,25.557078,27.681616,28.466093,,24.880161
2010-09-03 16:58:37.220,,,,36.578246,,31.56508,-0.241869,0.30157,0.615093,-20.752283,-0.06524,,27.760121,25.793606,27.446022,29.562213,26.895852,,24.87694
2010-09-03 16:58:37.230,,,,36.709563,,32.580115,0.125649,0.186612,0.63164,-0.841107,1.670737,,28.622834,26.345047,26.581184,27.995561,28.230884,,24.880161
