date,Desired Position,Actuator X Position,Actuator Y Position,Actuator Z Position,Desired Load,Measured Load,Motor X Current,Motor Y Current,Motor Z Current,Motor X Voltage,Motor Y Voltage,Motor Z Voltage,Motor X Temperature,Motor Y Temperature,Motor Z Temperature,Nut X Temperature,Nut Y Temperature,Nut Z Temperature,Ambient Temperature
2010-09-03 09:09:21.000,,,,37.600386,,5.722845,0.365146,0.454848,0.41827,-1.368722,1.618435,,27.478352,23.297163,22.26593,27.635417,25.589537,,22.531521
2010-09-03 09:09:21.010,,,,37.43003,,5.942312,0.629027,0.29112,0.396498,-1.993125,1.622856,,26.928219,24.405211,22.980101,27.71393,25.274005,,22.531521
2010-09-03 09:09:21.020,,,,37.408735,,3.610475,0.676056,0.415658,0.323343,-1.944034,1.627431,,27.239472,24.560087,22.976886,29.043515,24.718117,,22.534743
2010-09-03 09:09:21.030,,,,37.398088,,1.223773,0.735277,0.393014,0.413916,-1.310647,1.68072,,27.396615,24.560087,23.293951,27.867736,25.11296,,22.531521
2010-09-03 09:09:21.040,,,,37.632328,,2.10164,1.065347,0.380822,0.287636,-1.206595,1.591906,,26.764543,23.449191,23.211491,28.570372,26.056054,,22.534743
2010-09-03 09:09:21.050,,,,37.603935,,-0.367363,1.316165,0.482717,0.345115,11.703885,2.169961,,27.167255,25.119361,22.58669,27.402986,25.986852,,22.531521
2010-09-03 09:09:21.060,,,,37.366146,,-0.422229,0.40782,0.346857,0.387789,-0.185708,1.54961,,27.704381,23.683562,23.683562,28.018311,24.790707,,22.531521
2010-09-03 09:09:21.070,,,,37.603935,,-0.339929,0.327697,0.285023,0.382564,-0.348957,1.626492,,27.085465,24.563292,22.82149,27.635417,24.879296,,22.528299
2010-09-03 09:09:21.080,,,,37.621681,,-0.257629,0.258896,0.305054,0.32073,-0.40669,1.621195,,27.399801,23.614013,22.900802,28.263162,25.826048,,22.534743
2010-09-03 09:09:21.090,,,,37.394539,,-0.559396,0.361662,0.411303,0.323343,-1.232192,1.608098,,26.377452,23.693193,23.534821,27.949392,26.692254,,22.525078
2010-09-03 09:09:21.100,,,,37.493913,,-0.806296,0.576774,0.399111,0.499264,-1.96837,1.624604,,27.236286,23.845093,24.003361,28.883736,25.4254,,22.531521
2010-09-03 09:09:21.110,,,,37.50811,,-0.91603,0.734406,0.347728,0.379951,-1.786339,1.636473,,27.006848,24.16799,23.376396,27.085465,25.668387,,22.534743
2010-09-03 09:09:21.120,,,,37.62523,,-1.40983,0.931228,0.273702,0.29112,-1.186174,1.583028,,26.534879,24.247077,22.662825,28.184739,24.72132,,22.531521
2010-09-03 09:09:21.130,,,,37.554248,,-1.931064,1.609658,0.272831,-0.031112,-0.130337,1.811358,,29.037167,23.44598,23.129017,28.88056,24.395595,,22.525078
2010-09-03 09:09:21.140,,,,37.579092,,-3.357599,0.473137,0.324214,0.366017,17.625415,1.066555,,27.550523,24.793909,22.656391,28.335214,25.10976,,22.528299
2010-09-03 09:09:21.150,,,,37.600386,,-4.317767,0.35992,0.293732,0.341632,-0.265261,1.623793,,27.481537,24.329356,22.904017,28.266341,25.75042,,22.531521
2010-09-03 09:09:21.160,,,,37.582641,,-5.936335,0.251058,0.352082,0.285023,-0.443324,1.621108,,27.160881,24.560087,23.135445,28.259982,24.876094,,22.528299
2010-09-03 09:09:21.170,,,,37.518757,,-8.021271,0.372113,0.259767,0.332052,-1.92947,1.620051,,27.321236,23.614013,22.900802,27.79243,26.928219,,22.537965
2010-09-03 09:09:21.180,,,,37.486815,,-9.475239,0.569806,0.338148,0.30157,-1.988996,1.624315,,27.164068,23.851511,23.138659,28.027854,25.431797,,22.528299
2010-09-03 09:09:21.190,,,,37.362597,,-10.188507,0.757049,0.365146,0.384305,-2.027862,1.630848,,27.160881,23.689982,22.897586,27.475168,25.349709,,22.534743
2010-09-03 09:09:21.200,,,,37.451324,,-10.023907,1.222979,0.304183,0.28154,-1.455541,1.667759,,27.560075,23.696403,23.300376,28.814941,25.513871,,22.537965
2010-09-03 09:09:21.210,,,,37.497462,,-10.572574,2.064266,0.285023,0.250187,-1.092819,1.671791,,28.184739,23.614013,23.376396,30.063373,24.958264,,22.534743
2010-09-03 09:09:21.220,,,,37.490364,,-12.547776,1.507763,0.392144,0.424367,23.471743,1.61595,,27.867736,23.135445,22.897586,27.632233,25.11296,,22.528299
2010-09-03 09:09:21.230,,,,37.458422,,-14.138911,0.358179,0.402594,0.436559,-0.946308,1.606565,,27.62905,23.924234,23.290738,27.864554,25.34651,,22.534743
2010-09-03 09:09:21.240,,,,37.444226,,-15.784912,0.546292,0.351211,0.385176,-1.896462,1.619824,,27.160881,24.322945,23.373184,27.789248,24.797112,,22.531521
2010-09-03 09:09:21.250,,,,37.11416,,-16.49818,0.6508,0.399982,0.355566,-1.979441,1.613568,,27.550523,24.003361,23.211491,27.550523,24.872892,,22.537965
2010-09-03 09:09:21.260,,,,37.408735,,-15.208812,0.74834,0.294603,0.341632,-1.96786,1.624317,,27.242658,23.059386,23.138659,28.106303,25.904859,,22.531521
