date,Desired Position,Actuator X Position,Actuator Y Position,Actuator Z Position,Desired Load,Measured Load,Motor X Current,Motor Y Current,Motor Z Current,Motor X Voltage,Motor Y Voltage,Motor Z Voltage,Motor X Temperature,Motor Y Temperature,Motor Z Temperature,Nut X Temperature,Nut Y Temperature,Nut Z Temperature,Ambient Temperature
2010-09-03 09:56:58.000,,,,39.555937,,70.822251,0.274573,-1.844314,1.445929,-2.426714,-1.106539,,26.302242,31.237301,24.329688,27.010366,28.971898,,23.643017
2010-09-03 09:56:58.010,,,,39.726294,,81.137207,0.270218,-2.945122,1.751614,-2.347959,-1.240961,,26.144739,31.003441,24.803849,28.423477,31.237301,,23.649461
2010-09-03 09:56:58.020,,,,39.616272,,86.623887,0.344244,-4.200947,2.120004,1.636416,-24.320086,,25.832778,31.084575,24.491006,27.406508,27.249368,,23.643017
2010-09-03 09:56:58.030,,,,39.658861,,88.571658,0.329439,-2.858033,2.917748,1.792816,-24.63053,,26.059564,27.554022,24.402323,27.632549,26.68938,,23.646239
2010-09-03 09:56:58.040,,,,39.712097,,85.910619,0.38866,-1.435865,0.808432,1.84341,-24.532917,,25.671915,30.691452,25.040751,27.167585,26.144739,,23.649461
2010-09-03 09:56:58.050,,,,39.850512,,75.677962,0.227544,-0.416918,1.202948,-1.988811,-1.190077,,25.668711,30.844302,25.510997,27.321559,28.185061,,23.643017
2010-09-03 09:56:58.060,,,,40.05281,,67.502811,0.338148,-0.684283,1.246493,-1.857975,-1.176558,,25.583451,31.149858,24.636215,27.315173,28.178686,,23.643017
2010-09-03 09:56:58.070,,,,40.098948,,66.186008,0.297216,-0.975162,1.309198,-1.855192,-1.155624,,25.980779,31.386813,24.560405,27.632549,30.294835,,23.646239
2010-09-03 09:56:58.080,,,,40.045712,,70.054116,0.280669,-2.224023,1.308327,-1.958474,-1.087375,,26.295843,30.68511,25.034335,27.003976,28.73057,,23.646239
2010-09-03 09:56:58.090,,,,40.262207,,84.758416,0.324214,-3.261256,1.664524,-1.662862,-1.615551,,26.223497,31.54894,25.593065,27.403316,32.093825,,23.646239
2010-09-03 09:56:58.100,,,,40.308345,,92.412334,0.295474,-3.80295,1.917956,0.121348,-24.414123,,25.353232,29.047011,24.800639,26.692577,29.281821,,23.646239
2010-09-03 09:56:58.110,,,,40.439661,,90.245096,0.304183,-3.273448,2.340341,0.21571,-24.577266,,25.510997,30.922293,25.195414,28.028176,26.062766,,23.646239
2010-09-03 09:56:58.120,,,,40.578076,,88.983159,0.251929,-1.931403,2.020722,0.62849,-24.764065,,25.517408,30.694622,25.201828,27.170779,26.384174,,23.649461
2010-09-03 09:56:58.130,,,,40.574527,,88.434491,0.399111,-0.342892,1.866573,0.402217,-18.597527,,25.819966,30.447811,24.636215,27.393738,29.197203,,23.639796
2010-09-03 09:56:58.140,,,,40.762629,,88.242457,0.432205,-0.57455,1.910988,0.497229,-1.173447,,25.983981,30.688281,25.432121,27.557214,28.733754,,23.646239
2010-09-03 09:56:58.150,,,,40.954279,,88.242457,0.277185,-1.400158,1.995466,0.521027,-1.132202,,26.15114,30.307528,24.494218,27.095371,28.821636,,23.643017
2010-09-03 09:56:58.160,,,,41.074949,,85.691151,0.287636,-1.934016,2.061654,0.514899,-1.103405,,25.829575,31.393146,25.040751,27.324752,28.34508,,23.643017
2010-09-03 09:56:58.170,,,,41.213363,,84.209748,0.307667,-2.964282,2.000691,0.512467,-1.08536,,26.535202,31.779373,24.642637,27.085788,31.078239,,23.636574
2010-09-03 09:56:58.180,,,,41.312738,,88.599092,0.260638,-4.396026,2.201869,0.312969,-7.715326,,26.456495,29.751097,24.563616,27.478675,27.242981,,23.643017
2010-09-03 09:56:58.190,,,,41.387268,,92.988436,0.294603,-4.283681,2.531939,0.421886,-24.29292,,25.671915,31.003441,24.645848,27.324752,27.246175,,23.643017
2010-09-03 09:56:58.200,,,,41.550527,,93.09817,0.402594,-2.730883,2.913393,0.322309,-24.67588,,25.435327,31.860378,24.961797,27.63893,27.167585,,23.639796
2010-09-03 09:56:58.210,,,,41.656999,,90.080495,0.352082,-1.325261,1.861347,0.332552,-24.695586,,25.510997,30.766298,25.353232,28.028176,25.668711,,23.646239
2010-09-03 09:56:58.220,,,,41.798963,,81.603575,0.247575,-0.570196,1.860476,0.501785,-1.17386,,25.668711,31.000273,24.958588,27.321559,29.516516,,23.646239
2010-09-03 09:56:58.230,,,,41.901886,,75.10186,0.305054,-1.016094,2.055558,0.506496,-1.150291,,25.823169,30.529038,25.271122,27.239788,27.868051,,23.646239
2010-09-03 09:56:58.240,,,,42.136126,,80.588539,0.351211,-1.316552,1.905763,-0.01256,-1.11828,,25.823169,31.386813,24.48137,26.846704,28.965534,,23.643017
2010-09-03 09:56:58.250,,,,42.111283,,87.748656,0.276314,-2.156094,2.199256,-2.176985,-1.082923,,26.14794,30.14816,25.1229,27.799132,29.366424,,23.646239
2010-09-03 09:56:58.260,,,,42.256795,,89.422094,0.267605,-3.235129,2.318569,0.016017,-1.261643,,26.5384,31.471049,24.961797,26.853096,30.379261,,23.646239
2010-09-03 09:56:58.270,,,,42.352621,,91.260132,0.346857,-3.972774,2.502329,2.014572,-24.331952,,25.671915,30.144985,24.645848,27.324752,28.658591,,23.639796
2010-09-03 09:56:58.280,,,,42.384562,,85.169917,0.300699,-3.49988,2.690443,2.125525,-24.471861,,25.905183,30.766298,24.87962,27.400123,26.8499,,23.639796
2010-09-03 09:56:58.290,,,,42.59041,,75.815129,0.406949,-2.333756,2.747051,2.753896,-24.653162,,25.504587,31.617324,24.320049,27.707872,26.371377,,23.639796
2010-09-03 09:56:58.300,,,,42.760766,,76.39123,0.364275,-0.488332,1.672362,0.776416,-20.924473,,25.744344,30.841132,24.244188,27.318366,29.04383,,23.639796
2010-09-03 09:56:58.310,,,,42.728824,,67.859445,0.368629,-0.464818,0.532358,-0.052014,-1.181922,,26.380975,31.237301,24.171529,27.795943,29.676093,,23.643017
2010-09-03 09:56:58.320,,,,43.005653,,45.528669,0.396498,-0.657285,0.415658,-0.679541,-1.172415,,25.668711,32.01286,24.721644,27.792753,28.890408,,23.643017
2010-09-03 09:56:58.330,,,,43.349914,,29.041209,0.235382,-0.809692,0.491426,-3.509579,-1.177517,,26.925347,31.230967,25.192206,27.082593,28.808904,,23.643017
2010-09-03 09:56:58.340,,,,43.619645,,17.90326,0.34947,-1.437607,0.489684,0.498627,-1.140875,,26.220297,31.389979,25.353232,27.400123,29.125294,,23.649461
2010-09-03 09:56:58.350,,,,43.935513,,13.239587,0.292861,-2.282373,0.391273,0.448803,-1.561518,,26.617094,31.081407,25.198621,27.952903,31.860378,,23.646239
2010-09-03 09:56:58.360,,,,44.315266,,17.546626,0.325085,-2.52361,0.337277,2.569821,-24.802436,,26.302242,29.754273,25.671915,27.246175,27.560405,,23.649461
2010-09-03 09:56:58.370,,,,44.631134,,26.407606,0.285894,-1.995849,-0.14607,2.425737,-25.018777,,26.698972,29.67927,24.649059,27.170779,26.698972,,23.643017
2010-09-03 09:56:58.380,,,,45.106711,,32.223481,0.251058,-0.656415,0.314634,1.56614,-25.118167,,26.374576,30.372915,25.113277,27.161197,27.396931,,23.646239
2010-09-03 09:56:58.390,,,,45.479365,,28.958909,0.296345,0.215352,0.373855,0.325935,-7.18528,,26.768048,30.216742,24.718434,27.239788,27.868051,,23.643017
2010-09-03 09:56:58.400,,,,45.855568,,22.923567,0.299829,0.351211,0.397369,-1.498407,-8.151067,,25.195414,31.312063,24.721644,28.185061,28.655407,,23.643017
2010-09-03 09:56:58.410,,,,46.245967,,20.564297,0.363404,0.231028,0.355566,-1.339593,-7.450529,,25.829575,30.457328,24.803849,27.246175,27.324752,,23.643017
2010-09-03 09:56:58.420,,,,46.65766,,23.417368,0.378209,-0.202678,0.378209,-2.147403,-1.213025,,26.144739,31.626818,24.250615,27.167585,29.676093,,23.652683
2010-09-03 09:56:58.430,,,,46.941587,,28.273075,0.31115,-1.138019,0.42785,-2.234991,-1.187464,,26.695774,32.093825,24.171529,28.031364,29.5979,,23.646239
2010-09-03 09:56:58.440,,,,47.360378,,22.512067,0.351211,-0.534489,0.346857,-1.863746,-1.204979,,25.510997,30.688281,25.116485,27.400123,28.420292,,23.643017
2010-09-03 09:56:58.450,,,,47.786268,,9.865283,0.278056,-1.52905,0.372113,-0.410976,-2.644521,,25.589861,31.000273,25.116485,27.557214,31.545774,,23.646239
2010-09-03 09:56:58.460,,,,48.194412,,5.585678,0.328568,-1.307843,0.424367,2.523872,-25.177831,,25.583451,30.525866,25.110069,27.786373,26.056363,,23.652683
2010-09-03 09:56:58.470,,,,48.577713,,4.131709,0.343373,0.011562,0.348599,1.51777,-23.478786,,25.432121,31.467883,24.326475,26.613896,24.958588,,23.646239
2010-09-03 09:56:58.480,,,,48.982308,,8.191848,0.207514,0.264993,0.305054,-0.623262,-8.435634,,26.141538,31.312063,24.563616,27.87124,27.63574,,23.643017
2010-09-03 09:56:58.490,,,,49.340764,,15.790891,0.361662,0.366888,0.448752,-0.184162,-8.397081,,25.668711,30.766298,24.958588,27.085788,27.949714,,23.643017
2010-09-03 09:56:58.500,,,,49.688574,,22.182866,0.245833,0.489684,0.309408,-0.480424,-7.767357,,25.668711,31.156193,25.274329,27.242981,28.733754,,23.646239
2010-09-03 09:56:58.510,,,,50.05058,,20.207663,0.339019,0.265864,0.354695,-1.635547,-4.801035,,25.750751,30.847472,24.566828,28.188248,29.754273,,23.649461
2010-09-03 09:56:58.520,,,,50.387742,,14.96789,0.348599,-0.278446,0.448752,-1.882044,-1.214739,,25.589861,30.766298,25.116485,28.185061,29.203564,,23.646239
2010-09-03 09:56:58.530,,,,50.593588,,11.072351,0.406078,-1.049188,0.393885,-0.887986,-1.252214,,25.668711,30.844302,25.432121,27.164391,29.360065,,23.643017
