date,Desired Position,Actuator X Position,Actuator Y Position,Actuator Z Position,Desired Load,Measured Load,Motor X Current,Motor Y Current,Motor Z Current,Motor X Voltage,Motor Y Voltage,Motor Z Voltage,Motor X Temperature,Motor Y Temperature,Motor Z Temperature,Nut X Temperature,Nut Y Temperature,Nut Z Temperature,Ambient Temperature
2010-09-10 15:13:03.000,,,,44.521112,,-16.306146,0.285023,1.062734,0.001111,0.463872,-21.489143,,47.763239,41.008613,26.58852,37.1737,30.897144,,25.443964
2010-09-10 15:13:03.010,,,,44.521112,,-17.732681,0.283282,1.761194,-0.040692,0.457672,-22.033204,,46.640331,41.170745,27.070057,37.491,28.796413,,25.443964
2010-09-10 15:13:03.020,,,,44.535309,,-17.07428,0.168323,1.132406,-0.146941,0.445832,-22.632221,,47.693991,41.167629,27.22405,36.486547,28.166166,,25.450408
2010-09-10 15:13:03.030,,,,44.407542,,-12.163709,0.323343,1.633172,-0.207033,0.374416,-23.180149,,47.093485,40.941554,26.440744,36.875051,28.561366,,25.447186
2010-09-10 15:13:03.040,,,,44.386247,,-8.460205,0.347728,2.384757,-0.422144,0.595818,-20.329191,,47.46773,41.014846,27.145456,38.026193,33.159914,,25.443964
2010-09-10 15:13:03.050,,,,44.166204,,-6.485003,0.327697,0.560226,0.299829,-0.003501,-3.999382,,47.162814,40.629565,27.299425,37.330806,29.181517,,25.456851
2010-09-10 15:13:03.060,,,,44.318815,,-4.2629,0.366888,0.479233,0.338148,0.454669,-22.680514,,46.785264,41.011729,26.198112,36.637584,30.432166,,25.443964
2010-09-10 15:13:03.070,,,,44.315266,,-3.247866,0.263251,0.406078,0.336406,0.45355,-22.99803,,47.168971,41.170745,26.676833,37.337085,29.813623,,25.447186
2010-09-10 15:13:03.080,,,,44.293971,,-2.013364,0.324214,0.552388,0.282411,0.461093,-23.219743,,47.17205,41.021079,27.30904,36.492837,28.877931,,25.443964
2010-09-10 15:13:03.090,,,,44.130713,,-1.190364,0.353824,0.59245,0.266734,0.449996,-23.558266,,47.995518,41.014846,26.673624,37.487862,29.810435,,25.447186
