date,Desired Position,Actuator X Position,Actuator Y Position,Actuator Z Position,Desired Load,Measured Load,Motor X Current,Motor Y Current,Motor Z Current,Motor X Voltage,Motor Y Voltage,Motor Z Voltage,Motor X Temperature,Motor Y Temperature,Motor Z Temperature,Nut X Temperature,Nut Y Temperature,Nut Z Temperature,Ambient Temperature
2010-09-10 15:08:46.000,,,,62.163547,,-91.857604,0.360791,5.70899,-1.994107,0.350798,-1.79888,,55.651767,27.408634,26.150071,39.204577,29.055492,,25.240995
2010-09-10 15:08:46.010,,,,61.947055,,-94.518639,0.297216,4.855504,-1.896567,0.354747,-1.793009,,55.360697,27.493589,26.786181,39.057447,31.482674,,25.234552
2010-09-10 15:08:46.020,,,,61.868975,,-100.746009,0.249317,4.472307,-2.062037,0.375442,-1.838017,,56.103198,27.0221,26.23525,38.212994,29.296678,,25.244217
2010-09-10 15:08:46.030,,,,61.734111,,-102.172544,0.250187,3.999407,-2.180479,0.308973,-2.148071,,55.654795,27.961414,25.286095,38.900888,29.371731,,25.237773
2010-09-10 15:08:46.040,,,,61.553109,,-81.432931,0.345986,2.524101,-1.738936,0.289357,-1.856026,,55.509281,27.650648,26.077724,39.977037,30.468977,,25.247439
2010-09-10 15:08:46.050,,,,61.425343,,-61.406584,0.259767,1.51473,-1.34355,0.469491,-15.517708,,55.651767,27.172905,25.992517,38.821026,27.487184,,25.244217
2010-09-10 15:08:46.060,,,,61.244341,,-52.765078,0.348599,1.99982,-0.944681,0.454538,-22.000089,,54.691554,27.0221,25.683681,39.057447,27.650648,,25.244217
2010-09-10 15:08:46.070,,,,61.09528,,-59.376516,0.318117,2.105199,-0.908974,0.464244,-22.335805,,55.589613,26.949885,26.162916,39.217083,26.871247,,25.247439
2010-09-10 15:08:46.080,,,,61.081084,,-71.447191,0.33031,2.940391,-1.173726,0.464474,-22.610225,,55.654795,27.254698,25.443883,39.054319,26.704308,,25.237773
2010-09-10 15:08:46.090,,,,60.864591,,-75.095827,0.298087,4.202327,-1.322649,0.560848,-22.589139,,55.137744,26.550145,25.762516,38.597014,23.074765,,25.240995
2010-09-10 15:08:46.100,,,,60.758119,,-71.995858,0.332052,4.966109,-1.33397,0.356681,-1.79203,,56.248549,27.490386,26.625629,38.97761,29.44996,,25.244217
2010-09-10 15:08:46.110,,,,60.676491,,-66.454321,0.244962,3.835677,-1.470701,0.313082,-2.235262,,55.732078,26.550145,25.368212,38.366637,30.078527,,25.240995
2010-09-10 15:08:46.120,,,,60.538077,,-63.601252,0.261509,3.184243,-1.536888,0.314014,-2.198262,,55.732078,33.193353,26.156493,39.594081,31.482674,,25.244217
2010-09-10 15:08:46.130,,,,60.403213,,-63.738419,0.393885,1.635785,-0.813176,0.114538,-2.191318,,55.951755,27.725958,26.074512,39.51433,32.8796,,25.240995
2010-09-10 15:08:46.140,,,,60.247054,,-61.488884,0.305054,0.542809,-0.822755,0.450634,-21.880462,,55.509281,26.786181,25.841337,40.359701,28.826959,,25.244217
2010-09-10 15:08:46.150,,,,60.168975,,-43.602337,0.242349,1.054896,-0.926392,0.468465,-22.204438,,55.28639,27.493589,26.077724,38.443441,29.218424,,25.244217
2010-09-10 15:08:46.160,,,,60.051856,,-32.327228,0.309408,1.286555,-0.595452,0.455534,-22.677552,,55.28942,27.496791,25.844551,38.600144,28.438372,,25.244217
2010-09-10 15:08:46.170,,,,60.019914,,-25.084821,0.34947,1.663653,0.373855,0.458484,-22.979337,,55.137744,27.572125,26.392724,40.053594,27.100714,,25.244217
2010-09-10 15:08:46.180,,,,59.81052,,-17.485781,0.316376,1.991982,0.20403,0.456811,-23.264522,,55.357668,27.647447,25.838124,39.131017,28.118321,,25.237773
2010-09-10 15:08:46.190,,,,59.636616,,-12.630076,0.280669,2.599869,0.47662,0.487784,-23.572252,,54.176594,27.814057,25.847764,38.372901,25.847764,,25.244217
2010-09-10 15:08:46.200,,,,59.441417,,-6.018636,0.22319,0.789272,1.307456,0.371731,-24.121536,,55.583557,27.964613,27.100714,39.057447,26.156493,,25.240995
2010-09-10 15:08:46.210,,,,59.185885,,2.403407,0.269347,1.283942,0.315505,0.538816,-23.683359,,55.951755,27.254698,26.546937,38.900888,25.522757,,25.240995
2010-09-10 15:08:46.220,,,,58.944548,,6.98478,0.30157,0.367758,0.297216,0.865656,-10.860919,,56.248549,27.647447,26.153282,39.437691,28.66709,,25.240995
2010-09-10 15:08:46.230,,,,58.752899,,9.645816,0.2528,0.314634,0.306796,0.458287,-22.037378,,55.360697,26.392724,26.628837,39.977037,29.061876,,25.244217
