2010-09-03_12:32:50.00000_-0700	NaN	NaN	NaN	65.506759	NaN	29.041209	0.300699	0.246704	0.331181	-0.635908	-23.011027	NaN	25.491253	36.717073	25.727814	26.594198	31.759885	NaN	24.174603
2010-09-03_12:32:50.01000_-0700	NaN	NaN	NaN	66.223668	NaN	31.592513	0.322472	0.370371	0.345115	-2.235800	-13.577394	NaN	25.573328	37.028376	26.361270	27.697794	30.047315	NaN	24.177824
2010-09-03_12:32:50.02000_-0700	NaN	NaN	NaN	67.086089	NaN	17.656360	0.325955	0.348599	0.448752	-2.547562	-12.579555	NaN	25.727814	36.640001	26.436791	26.594198	30.356544	NaN	24.177824
2010-09-03_12:32:50.03000_-0700	NaN	NaN	NaN	67.721369	NaN	8.438748	0.342502	0.271960	0.442655	-2.447135	-11.577081	NaN	26.436791	37.102255	25.964257	27.773103	29.418714	NaN	24.177824
2010-09-03_12:32:50.04000_-0700	NaN	NaN	NaN	68.491514	NaN	4.817544	0.301570	0.348599	0.363404	-2.675459	-11.507104	NaN	25.491253	35.791410	26.121820	27.066109	30.200365	NaN	24.171381
2010-09-03_12:32:50.05000_-0700	NaN	NaN	NaN	69.297148	NaN	1.580406	0.312021	0.268476	0.313763	-3.340463	-8.511519	NaN	26.587795	36.479547	26.823812	26.666480	31.675693	NaN	24.184268
2010-09-03_12:32:50.06000_-0700	NaN	NaN	NaN	70.045998	NaN	0.729972	0.286765	-0.657285	0.284152	-3.113736	-1.550810	NaN	26.512299	36.868048	26.669681	27.612889	33.000744	NaN	24.184268
2010-09-03_12:32:50.07000_-0700	NaN	NaN	NaN	70.674180	NaN	0.620239	0.334664	-1.331358	-0.358569	0.566951	-25.151373	NaN	25.178867	42.619138	25.652181	26.912056	28.560619	NaN	24.181046
2010-09-03_12:32:50.08000_-0700	NaN	NaN	NaN	71.266871	NaN	0.784839	0.340761	-0.452625	0.314634	0.285919	-25.208134	NaN	26.200582	36.022989	25.570120	27.223309	28.479055	NaN	24.181046
2010-09-03_12:32:50.09000_-0700	NaN	NaN	NaN	71.870209	NaN	2.540574	0.327697	0.300699	0.287636	-2.748829	-11.376070	NaN	25.882249	36.019849	26.905658	27.848400	30.743595	NaN	24.177824
2010-09-03_12:32:50.10000_-0700	NaN	NaN	NaN	72.370625	NaN	7.560880	0.328568	0.332052	0.379951	-2.529652	-11.747381	NaN	25.882249	37.330088	26.433588	26.669681	29.571964	NaN	24.177824
2010-09-03_12:32:50.11000_-0700	NaN	NaN	NaN	72.913629	NaN	15.626291	0.292861	0.298958	0.417400	-2.572349	-11.339283	NaN	26.121820	36.948218	26.043045	26.751553	30.122257	NaN	24.181046
2010-09-03_12:32:50.12000_-0700	NaN	NaN	NaN	73.417594	NaN	17.546626	0.332923	0.327697	0.399982	-2.599355	-10.427442	NaN	25.652181	36.257597	26.203786	28.247044	30.827950	NaN	24.181046
2010-09-03_12:32:50.13000_-0700	NaN	NaN	NaN	73.907362	NaN	17.546626	0.324214	0.272831	0.326826	-2.819188	-8.281523	NaN	25.967462	36.334729	26.361270	27.933263	28.482244	NaN	24.184268
2010-09-03_12:32:50.14000_-0700	NaN	NaN	NaN	74.386484	NaN	11.127218	0.370371	0.331181	0.363404	-2.387003	-8.731582	NaN	25.961051	37.176123	25.961051	27.377261	31.055551	NaN	24.181046
2010-09-03_12:32:50.15000_-0700	NaN	NaN	NaN	74.904644	NaN	3.775076	0.303312	0.202288	0.308537	-2.024025	-7.260700	NaN	26.436791	34.941352	26.043045	26.987489	31.604159	NaN	24.181046
