2010-09-03_16:57:39.00000_-0700	NaN	NaN	NaN	36.493068	NaN	-41.654569	1.744647	0.339890	-0.140845	23.677667	-1.414434	NaN	27.458823	27.694411	26.042855	28.400479	27.851405	NaN	24.893048
2010-09-03_16:57:39.01000_-0700	NaN	NaN	NaN	36.134609	NaN	-43.190837	0.352953	0.338148	-0.217483	0.013109	3.929271	NaN	27.848207	26.669487	26.354670	27.612695	27.926685	NaN	24.896270
2010-09-03_16:57:39.02000_-0700	NaN	NaN	NaN	36.038783	NaN	-40.529802	0.572419	0.295474	-0.115589	-1.944404	5.237522	NaN	28.093191	26.443016	26.915076	28.406867	27.700808	NaN	24.896270
2010-09-03_16:57:39.03000_-0700	NaN	NaN	NaN	36.052980	NaN	-35.838698	0.734406	0.395627	-0.184389	-1.947506	5.661489	NaN	28.478867	26.594009	26.987300	27.929882	28.165238	NaN	24.893048
2010-09-03_16:57:39.04000_-0700	NaN	NaN	NaN	36.031685	NaN	-34.000663	1.098441	0.394756	-0.040692	-2.011129	1.606270	NaN	28.243665	26.042855	26.436601	28.243665	28.400479	NaN	24.896270
2010-09-03_16:57:39.05000_-0700	NaN	NaN	NaN	35.964252	NaN	-34.631630	1.500795	0.319859	0.041172	-2.016368	1.607694	NaN	27.933080	26.439808	26.203602	28.089995	28.325273	NaN	24.893048
2010-09-03_16:57:39.06000_-0700	NaN	NaN	NaN	35.861328	NaN	-35.948431	2.053816	0.414787	0.027238	-2.070241	1.614934	NaN	28.168434	26.203602	26.675899	29.499935	28.246860	NaN	24.893048
2010-09-03_16:57:39.07000_-0700	NaN	NaN	NaN	35.790346	NaN	-35.866131	2.511038	0.244962	-0.031112	-1.321344	1.761819	NaN	29.343479	26.675899	25.730836	28.560435	28.560435	NaN	24.896270
2010-09-03_16:57:39.08000_-0700	NaN	NaN	NaN	35.967801	NaN	-34.028096	2.599869	0.246704	-0.220967	23.534665	1.653100	NaN	26.757774	26.364294	25.970488	28.955307	28.876996	NaN	24.899492
2010-09-03_16:57:39.09000_-0700	NaN	NaN	NaN	35.886172	NaN	-33.616596	0.971290	0.351211	0.116940	22.306467	1.456158	NaN	24.932197	27.059514	25.800029	26.666282	29.255667	NaN	24.896270
2010-09-03_16:57:39.10000_-0700	NaN	NaN	NaN	35.655481	NaN	-32.519261	0.515811	0.344244	0.143938	-1.883535	1.608462	NaN	27.779311	25.970488	25.891688	28.250055	28.720338	NaN	24.893048
2010-09-03_16:57:39.11000_-0700	NaN	NaN	NaN	35.818739	NaN	-32.299795	0.582870	0.323343	0.022013	-1.938494	1.610432	NaN	27.769716	26.669487	26.354670	28.397285	28.083603	NaN	24.893048
2010-09-03_16:57:39.12000_-0700	NaN	NaN	NaN	35.754855	NaN	-32.738728	0.863299	0.338148	-0.047659	-1.971151	1.607446	NaN	28.400479	26.279142	26.908668	27.065920	28.792291	NaN	24.896270
2010-09-03_16:57:39.13000_-0700	NaN	NaN	NaN	35.793895	NaN	-33.205095	1.088861	0.368629	-0.097300	-1.971399	1.608843	NaN	28.635604	26.515311	26.830023	26.987300	28.635604	NaN	24.896270
2010-09-03_16:57:39.14000_-0700	NaN	NaN	NaN	35.651931	NaN	-34.165263	1.707198	0.215352	0.002853	-2.033556	1.609665	NaN	28.560435	26.518518	26.124840	27.854602	28.325273	NaN	24.889827
2010-09-03_16:57:39.15000_-0700	NaN	NaN	NaN	35.591597	NaN	-33.863496	2.314214	0.359049	-0.182648	-1.995625	1.629831	NaN	28.870615	26.594009	26.357878	28.086799	28.165238	NaN	24.896270
2010-09-03_16:57:39.16000_-0700	NaN	NaN	NaN	35.524164	NaN	-33.753763	3.025739	0.325085	-0.177422	1.662692	1.923105	NaN	28.168434	26.833227	26.597215	28.560435	27.069123	NaN	24.896270
2010-09-03_16:57:39.17000_-0700	NaN	NaN	NaN	35.399945	NaN	-28.706025	1.688909	0.215352	0.003724	1.505471	1.968278	NaN	26.512105	27.298499	26.984097	28.632412	27.219918	NaN	24.896270
2010-09-03_16:57:39.18000_-0700	NaN	NaN	NaN	35.314767	NaN	-19.845050	0.415658	0.376467	0.155260	6.474746	1.080346	NaN	27.926685	25.882055	26.669487	29.258855	28.005151	NaN	24.896270
2010-09-03_16:57:39.19000_-0700	NaN	NaN	NaN	35.155057	NaN	-16.031813	0.434817	0.367758	0.266734	-1.895744	1.608170	NaN	28.478867	25.964067	26.357878	27.458823	28.400479	NaN	24.893048
