2010-09-03_11:09:01.00000_-0700	NaN	NaN	NaN	36.769898	NaN	-68.758722	0.265864	2.229737	-0.915070	-0.868647	-2.431320	NaN	25.337201	31.374149	25.573838	28.325963	27.933770	NaN	23.626909
2010-09-03_11:09:01.01000_-0700	NaN	NaN	NaN	36.503715	NaN	-66.618921	0.329439	3.098895	-1.070089	-1.203879	-2.385470	NaN	25.573838	31.607830	25.337201	26.991196	27.619785	NaN	23.633352
2010-09-03_11:09:01.02000_-0700	NaN	NaN	NaN	36.517912	NaN	-52.874811	0.399982	1.725487	-0.914199	-1.012103	-3.474174	NaN	25.106861	32.081179	25.895576	27.704681	27.704681	NaN	23.636574
2010-09-03_11:09:01.03000_-0700	NaN	NaN	NaN	36.287220	NaN	-37.374966	0.419141	2.273282	-0.807079	-0.984845	-1.519928	NaN	25.185792	30.990766	25.264709	27.076204	25.501382	NaN	23.633352
2010-09-03_11:09:01.04000_-0700	NaN	NaN	NaN	36.454028	NaN	-28.623725	0.271089	1.600949	-0.027628	0.914080	20.047342	NaN	25.419298	32.700017	26.049960	27.073009	33.010719	NaN	23.630130
2010-09-03_11:09:01.05000_-0700	NaN	NaN	NaN	36.187845	NaN	-23.438820	0.326826	0.479233	0.141325	-2.877903	-2.342679	NaN	25.182585	31.688863	25.655895	26.443700	27.936959	NaN	23.630130
2010-09-03_11:09:01.06000_-0700	NaN	NaN	NaN	36.184296	NaN	-20.530884	0.322472	0.615093	0.257155	-3.122941	-2.352952	NaN	24.860364	31.838236	25.728327	26.594710	27.223820	NaN	23.636574
2010-09-03_11:09:01.07000_-0700	NaN	NaN	NaN	36.191395	NaN	-18.610549	0.329439	0.814528	0.251058	-3.177920	-2.368651	NaN	24.939335	31.604666	25.570633	26.988001	28.792989	NaN	23.630130
2010-09-03_11:09:01.08000_-0700	NaN	NaN	NaN	36.393693	NaN	-17.403481	0.323343	0.794498	0.194450	-3.339272	-2.385640	NaN	25.261502	31.455221	25.498177	27.151615	28.172312	NaN	23.630130
2010-09-03_11:09:01.09000_-0700	NaN	NaN	NaN	36.212689	NaN	-18.034448	0.292861	1.077539	0.163969	-3.346822	-2.394241	NaN	24.936126	32.379638	26.591512	27.456331	27.456331	NaN	23.633352
2010-09-03_11:09:01.10000_-0700	NaN	NaN	NaN	36.258827	NaN	-19.433549	0.295474	1.295264	0.042043	-3.242846	-2.396774	NaN	25.652690	31.374149	26.046759	26.833919	28.482750	NaN	23.630130
2010-09-03_11:09:01.11000_-0700	NaN	NaN	NaN	36.230435	NaN	-19.433549	0.415658	1.796901	-0.018048	-2.780753	-2.371256	NaN	26.046759	31.763555	26.046759	26.125533	27.384161	NaN	23.626909
2010-09-03_11:09:01.12000_-0700	NaN	NaN	NaN	35.981998	NaN	-19.707883	0.286765	2.407401	0.032464	-0.949935	7.292268	NaN	25.573838	32.230432	26.519211	26.755262	29.735212	NaN	23.633352
2010-09-03_11:09:01.13000_-0700	NaN	NaN	NaN	36.017489	NaN	-19.186649	0.379080	0.493167	0.386047	-2.918335	17.669241	NaN	25.021501	31.607830	25.731530	27.855293	28.012235	NaN	23.633352
2010-09-03_11:09:01.14000_-0700	NaN	NaN	NaN	36.212689	NaN	-18.884882	0.298958	0.337277	0.288507	-4.019409	-2.325065	NaN	24.866782	32.233592	25.182585	26.758458	27.622976	NaN	23.626909
2010-09-03_11:09:01.15000_-0700	NaN	NaN	NaN	35.978449	NaN	-15.099078	0.335535	0.291120	0.380822	-3.933160	-2.011458	NaN	24.550770	32.078018	25.655895	27.701491	28.721019	NaN	23.633352
2010-09-03_11:09:01.16000_-0700	NaN	NaN	NaN	36.184296	NaN	-5.140768	0.395627	0.229286	0.386918	-3.710415	-4.127800	NaN	25.340407	31.377315	25.340407	26.994391	28.250737	NaN	23.643017
2010-09-03_11:09:01.17000_-0700	NaN	NaN	NaN	36.170100	NaN	-0.120462	0.240608	0.252800	0.333793	-3.729048	-4.003792	NaN	24.866782	32.233592	25.498177	26.286243	28.329149	NaN	23.633352
2010-09-03_11:09:01.18000_-0700	NaN	NaN	NaN	36.042332	NaN	9.892716	0.395627	0.131746	0.315505	-3.963854	-1.255069	NaN	25.974375	31.925556	25.264709	26.368178	29.663383	NaN	23.636574
2010-09-03_11:09:01.19000_-0700	NaN	NaN	NaN	36.031685	NaN	21.058098	0.406949	-0.510104	0.362533	-3.506930	-1.168441	NaN	25.570633	31.448890	25.885968	27.380968	28.244363	NaN	23.630130
2010-09-03_11:09:01.20000_-0700	NaN	NaN	NaN	36.322711	NaN	26.462472	0.316376	-1.225979	-0.007598	-2.965031	-1.846644	NaN	25.977577	31.227800	25.346819	27.315173	31.461552	NaN	23.630130
2010-09-03_11:09:01.21000_-0700	NaN	NaN	NaN	36.446930	NaN	25.063370	0.382564	-0.922037	0.317246	-0.026904	-24.936991	NaN	25.416093	31.841399	25.810357	27.776803	24.626582	NaN	23.636574
2010-09-03_11:09:01.22000_-0700	NaN	NaN	NaN	36.500166	NaN	18.095294	0.386047	0.334664	0.803207	-4.276156	-2.834116	NaN	25.176170	32.460542	25.570633	26.909369	29.262741	NaN	23.636574
2010-09-03_11:09:01.23000_-0700	NaN	NaN	NaN	36.514362	NaN	23.856302	0.289378	0.331181	0.358179	-4.391237	-2.516632	NaN	25.422504	32.081179	25.106861	26.368178	28.802538	NaN	23.636574
2010-09-03_11:09:01.24000_-0700	NaN	NaN	NaN	36.532108	NaN	24.267802	0.330310	0.140455	0.494038	-4.427226	-1.258965	NaN	24.234547	32.466861	25.734734	27.073009	27.858483	NaN	23.626909
2010-09-03_11:09:01.25000_-0700	NaN	NaN	NaN	36.588894	NaN	23.143034	0.232770	-0.092945	0.565452	-4.313028	-1.239234	NaN	25.261502	32.311361	25.813560	26.837116	29.112570	NaN	23.633352
2010-09-03_11:09:01.26000_-0700	NaN	NaN	NaN	36.595992	NaN	23.280201	0.282411	-0.360310	0.474008	-4.271190	-1.208101	NaN	25.261502	32.233592	25.577042	28.015423	29.269101	NaN	23.630130
2010-09-03_11:09:01.27000_-0700	NaN	NaN	NaN	36.624385	NaN	23.966035	0.305925	-0.653802	0.578515	-4.035623	-1.184303	NaN	25.813560	32.078018	25.971173	26.679788	28.799355	NaN	23.626909
2010-09-03_11:09:01.28000_-0700	NaN	NaN	NaN	36.645679	NaN	24.295236	0.247575	-1.051801	0.721342	-3.422438	-1.218729	NaN	25.264709	31.692027	25.580247	27.390546	30.288489	NaN	23.633352
2010-09-03_11:09:01.29000_-0700	NaN	NaN	NaN	36.684719	NaN	24.706736	0.325085	-1.813833	1.262169	-1.224622	-7.985492	NaN	24.629793	30.909617	25.734734	27.308787	26.601105	NaN	23.633352
2010-09-03_11:09:01.30000_-0700	NaN	NaN	NaN	36.709563	NaN	23.581968	0.176161	-0.099913	0.407820	-2.147635	-21.127028	NaN	24.945753	31.922393	25.577042	27.387353	28.877678	NaN	23.633352
2010-09-03_11:09:01.31000_-0700	NaN	NaN	NaN	36.780545	NaN	23.033301	0.309408	0.190967	0.374726	-4.758699	-1.290695	NaN	24.945753	31.688863	26.128734	26.758458	28.564310	NaN	23.630130
2010-09-03_11:09:01.32000_-0700	NaN	NaN	NaN	36.748603	NaN	26.352739	0.322472	-0.864558	0.441785	-4.440850	-1.179106	NaN	25.895576	32.314521	25.264709	25.895576	29.428760	NaN	23.626909
2010-09-03_11:09:01.33000_-0700	NaN	NaN	NaN	36.840879	NaN	29.068643	0.315505	-0.854108	0.600288	-4.381383	-1.180584	NaN	25.580247	32.003374	25.737937	26.918955	30.132288	NaN	23.633352
2010-09-03_11:09:01.34000_-0700	NaN	NaN	NaN	36.635032	NaN	30.550045	0.420012	-1.222496	0.753566	-4.180871	-1.161472	NaN	25.103654	31.766719	25.971173	26.207495	29.425581	NaN	23.639796
2010-09-03_11:09:01.35000_-0700	NaN	NaN	NaN	36.659875	NaN	37.627856	0.366888	-2.361624	0.816270	-3.598380	-1.838478	NaN	25.892373	32.544592	26.128734	27.622976	31.844562	NaN	23.633352
2010-09-03_11:09:01.36000_-0700	NaN	NaN	NaN	36.986392	NaN	41.715429	0.254542	-2.768331	0.956484	-0.238274	-24.740396	NaN	25.577042	31.922393	25.498177	26.522409	28.172312	NaN	23.630130
2010-09-03_11:09:01.37000_-0700	NaN	NaN	NaN	36.851527	NaN	65.061239	0.337277	-1.903535	1.385837	0.718766	-24.953765	NaN	25.340407	32.700017	25.734734	26.128734	28.955988	NaN	23.630130
2010-09-03_11:09:01.38000_-0700	NaN	NaN	NaN	36.975745	NaN	88.352191	0.359920	-0.909845	1.253460	2.476270	-25.025546	NaN	24.945753	32.000212	26.049960	28.015423	25.892373	NaN	23.633352
2010-09-03_11:09:01.39000_-0700	NaN	NaN	NaN	37.153200	NaN	98.173349	0.424367	-0.040692	1.632301	-1.252151	-1.211916	NaN	24.474946	32.003374	25.501382	26.997586	28.018611	NaN	23.630130
2010-09-03_11:09:01.40000_-0700	NaN	NaN	NaN	37.291615	NaN	91.122965	0.314634	-0.756567	1.732454	-1.203127	-1.160563	NaN	25.106861	32.858550	26.131935	26.918955	28.724203	NaN	23.630130
2010-09-03_11:09:01.41000_-0700	NaN	NaN	NaN	37.497462	NaN	80.753140	0.343373	-1.217270	1.750743	-1.287616	-1.132279	NaN	24.863573	32.385957	25.416093	27.227014	29.500624	NaN	23.630130
2010-09-03_11:09:01.42000_-0700	NaN	NaN	NaN	37.650074	NaN	65.225840	0.347728	-1.941854	0.444397	-1.501493	-1.113947	NaN	26.043557	31.838236	26.201095	26.830723	29.027922	NaN	23.633352
2010-09-03_11:09:01.43000_-0700	NaN	NaN	NaN	37.863019	NaN	45.720703	0.256284	-2.392105	0.372113	-1.272007	-1.140221	NaN	25.258296	31.763555	26.519211	26.361779	30.204047	NaN	23.636574
2010-09-03_11:09:01.44000_-0700	NaN	NaN	NaN	37.834627	NaN	35.158852	0.304183	-3.600032	0.398240	0.250664	-24.555097	NaN	25.412887	30.903278	25.964769	26.437303	26.594710	NaN	23.626909
2010-09-03_11:09:01.45000_-0700	NaN	NaN	NaN	38.239223	NaN	32.909315	0.391273	-2.376429	0.306796	1.513585	-24.874231	NaN	24.939335	30.981260	25.570633	27.302401	29.340988	NaN	23.626909
2010-09-03_11:09:01.46000_-0700	NaN	NaN	NaN	38.551544	NaN	36.914588	0.315505	-1.329616	-0.680800	1.486573	-25.086266	NaN	25.179377	32.152650	27.462715	26.597908	27.305594	NaN	23.636574
2010-09-03_11:09:01.47000_-0700	NaN	NaN	NaN	39.264912	NaN	38.725191	0.294603	0.017658	0.364275	-0.380912	-23.527640	NaN	25.264709	31.458386	25.974375	26.918955	24.158672	NaN	23.633352
2010-09-03_11:09:01.48000_-0700	NaN	NaN	NaN	39.516897	NaN	34.911952	0.333793	0.357308	0.412174	-0.536980	-8.791146	NaN	25.103654	31.766719	26.128734	28.093874	28.093874	NaN	23.626909
2010-09-03_11:09:01.49000_-0700	NaN	NaN	NaN	39.843414	NaN	30.577478	0.369500	0.453106	0.364275	-2.744773	-6.103572	NaN	24.784589	32.074856	26.125533	26.440501	29.265921	NaN	23.626909
2010-09-03_11:09:01.50000_-0700	NaN	NaN	NaN	40.485799	NaN	29.864211	0.304183	-0.249707	0.368629	-2.211847	-1.207322	NaN	24.948961	31.847725	25.264709	26.840312	30.210395	NaN	23.633352
2010-09-03_11:09:01.51000_-0700	NaN	NaN	NaN	41.000418	NaN	28.904043	0.246704	-1.333099	0.337277	-2.344255	-1.191675	NaN	25.103654	31.844562	26.049960	27.073009	29.582010	NaN	23.630130
2010-09-03_11:09:01.52000_-0700	NaN	NaN	NaN	41.429858	NaN	26.819106	0.288507	-2.752655	0.247575	0.048189	-11.061158	NaN	25.494972	31.997050	26.833919	27.069815	27.855293	NaN	23.636574
2010-09-03_11:09:01.53000_-0700	NaN	NaN	NaN	42.100635	NaN	25.310271	0.251058	-2.210960	0.126520	1.429392	-24.841733	NaN	25.333994	30.981260	25.570633	27.302401	27.773614	NaN	23.620465
2010-09-03_11:09:01.54000_-0700	NaN	NaN	NaN	42.664940	NaN	24.679303	0.212739	-1.871312	-2.054199	2.136138	-24.932830	NaN	25.346819	32.861706	26.843508	26.764852	27.786373	NaN	23.633352
2010-09-03_11:09:01.55000_-0700	NaN	NaN	NaN	42.927573	NaN	22.484633	0.394756	-0.665994	0.390402	1.317784	-25.226882	NaN	24.939335	31.993887	26.437303	26.909369	26.673394	NaN	23.630130
2010-09-03_11:09:01.56000_-0700	NaN	NaN	NaN	43.750961	NaN	17.848394	0.357308	0.293732	0.324214	-2.278354	-11.119604	NaN	25.337201	31.841399	25.337201	26.833919	26.833919	NaN	23.630130
2010-09-03_11:09:01.57000_-0700	NaN	NaN	NaN	44.279775	NaN	13.843122	0.379080	0.366017	0.372113	-2.420765	-11.259119	NaN	25.659099	32.236753	25.737937	27.547639	29.897893	NaN	23.633352
2010-09-03_11:09:01.58000_-0700	NaN	NaN	NaN	44.737607	NaN	10.331650	0.389531	0.412174	0.271960	-2.669462	-11.594370	NaN	24.942544	32.774554	25.416093	26.361779	29.344168	NaN	23.636574
2010-09-03_11:09:01.59000_-0700	NaN	NaN	NaN	45.518405	NaN	9.618383	0.401723	0.329439	0.368629	-2.993670	-10.791950	NaN	25.350025	31.386813	25.507792	26.689380	27.789563	NaN	23.633352
2010-09-03_11:09:01.60000_-0700	NaN	NaN	NaN	46.089807	NaN	13.486488	0.305925	-0.189615	0.310279	-4.062141	-1.243929	NaN	25.185792	32.625469	25.895576	27.076204	30.756787	NaN	23.633352
2010-09-03_11:09:01.61000_-0700	NaN	NaN	NaN	46.664759	NaN	19.604129	0.396498	-1.871312	0.375596	-2.928192	-3.473578	NaN	25.261502	32.389117	26.049960	27.387353	32.311361	NaN	23.633352
2010-09-03_11:09:01.62000_-0700	NaN	NaN	NaN	47.197121	NaN	22.704100	0.305054	-1.911373	0.451364	-0.005433	-25.050249	NaN	26.049960	31.766719	25.182585	26.443700	27.387353	NaN	23.633352
2010-09-03_11:09:01.63000_-0700	NaN	NaN	NaN	47.782719	NaN	21.798799	0.256284	-0.882847	0.358179	-0.478293	-25.242082	NaN	25.340407	34.793430	26.443700	27.858483	27.151615	NaN	23.630130
2010-09-03_11:09:01.64000_-0700	NaN	NaN	NaN	48.393161	NaN	18.534228	0.233640	-0.036337	0.270218	-1.594189	-24.418116	NaN	25.258296	31.296230	25.494972	26.912564	24.784589	NaN	23.639796
2010-09-03_11:09:01.65000_-0700	NaN	NaN	NaN	48.897130	NaN	16.833359	0.302441	0.309408	0.334664	-3.991717	-10.884375	NaN	25.113277	32.009698	26.217096	27.554022	28.573863	NaN	23.630130
2010-09-03_11:09:01.66000_-0700	NaN	NaN	NaN	49.443688	NaN	16.339558	0.330310	0.315505	0.307667	-4.006191	-11.477867	NaN	25.498177	32.933062	25.577042	26.679788	29.425581	NaN	23.639796
2010-09-03_11:09:01.67000_-0700	NaN	NaN	NaN	50.025736	NaN	14.336922	0.352953	0.343373	0.335535	-4.048714	-10.788069	NaN	25.570633	31.916068	26.437303	26.043557	28.165937	NaN	23.630130
2010-09-03_11:09:01.68000_-0700	NaN	NaN	NaN	50.451625	NaN	14.913023	0.264993	0.269347	0.371242	-4.833150	-6.056840	NaN	25.419298	31.922393	25.734734	26.915760	28.485936	NaN	23.633352
2010-09-03_11:09:01.69000_-0700	NaN	NaN	NaN	51.023026	NaN	18.205027	0.358179	-0.630288	0.369500	-4.892311	-1.234631	NaN	25.258296	31.997050	26.125533	26.912564	29.109389	NaN	23.633352
2010-09-03_11:09:01.70000_-0700	NaN	NaN	NaN	51.335345	NaN	20.180230	0.341632	-2.030685	0.339890	-2.866652	-5.686481	NaN	25.182585	32.155811	26.128734	27.230207	29.425581	NaN	23.633352
